id,born,site,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,age,year,on.lek,lekking,tenureyear,surv,leksize,density,tarsus,wing,mass,lyre,blue,eyec,attend,fight,dist,MS,mean_ig_post,mean_ig_pre,mean_ig,mean_caro_post,mean_caro_pre,mean_caro,smlh,froh1,spots_feather,spots_tip,mean_hct_post,mean_hct_pre,mean_hct,mean_rbc_area_post,mean_rbc_area_pre,mean_rbc_width_post,mean_rbc_width_pre,mean_rbc_length_post,mean_rbc_length_pre,mean_rbc_area,mean_rbc_length,mean_rbc_width,mean_microf_post,mean_microf_pre,mean_leuco_post,mean_leuco_pre,mean_trypa_post,mean_trypa_pre,mean_microf,mean_leuco,mean_trypa
D229043,2004,KUM,D043,Kummunsuo,2,1,LLS,2,2,2,2006,1,1,2,0,23,10.4,NA,NA,NA,NA,NA,NA,0.67,0.38,5.41,2,NA,NA,NA,8.32484601447957,NA,8.32484601447957,0.977061728936765,0.173333411745489,NA,NA,0.4891,NA,0.4891,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,NA,0.5,NA,6,NA,205,0.5,6
D229051,2004,LEH,D051,Lehtusuo,4,0,LLUS,2,0,1,2005,1,0,NA,1,7,7.1,58.1,263,1110,170,0.287,1.36,0.01,NA,NA,0,NA,432102,432102,NA,37.9820828242577,37.9820828242577,1.01385985313408,0.15473928346815,2,4,NA,0.5416,0.5416,NA,61.6087,NA,6.6549,NA,11.7931,61.6087,11.7931,6.6549,NA,12,NA,0,NA,0,12,0,0
D229051,2004,LEH,D051,Lehtusuo,4,0,LLUS,2,0,2,2006,0,0,NA,1,12,10.4,63.7,264,1190,217,0.275,5.3,NA,NA,NA,0,NA,974646,974646,NA,NA,NA,1.01385985313408,0.15473928346815,5,4,NA,0.4878,0.4878,NA,71.8103,NA,7.5033,NA,12.1917,71.8103,12.1917,7.5033,NA,16.75,NA,0,NA,0,16.75,0,0
D229051,2004,LEH,D051,Lehtusuo,4,0,LLUS,2,0,3,2007,1,1,1,1,15,14.6,58.8,271,1200,227,0.26,5.1,0.9,0.19,21.84,0,NA,995667,995667,NA,NA,NA,1.01385985313408,0.15473928346815,7,16,NA,0.503670245264904,0.503670245264904,NA,78.5022,NA,7.8163,NA,12.7941,78.5022,12.7941,7.8163,NA,30.75,NA,0,NA,0,30.75,0,0
D229051,2004,LEH,D051,Lehtusuo,4,0,LLUS,2,0,4,2008,1,1,2,0,15,14.6,59.6,266,1230,222,0.264,4.66,0.84,0.37,17.03,0,NA,1023607,1023607,NA,NA,NA,1.01385985313408,0.15473928346815,6,9,NA,0.4931,0.4931,NA,57.3557,NA,7.26,NA,10.064,57.3557,10.064,7.26,NA,40,NA,NA,NA,NA,40,NA,NA
D229055,2004,LEH,D055,Lehtusuo,1,0,SLUS,1,0,1,2005,1,1,1,0,7,7.1,57.4,262,1110,167,0.279,1.25,0.86,0.13,12.73,0,NA,672533,672533,NA,36.16315437017,36.16315437017,0.97740511135148,0.18457171045518,NA,NA,NA,0.5506,0.5506,NA,73.5556,NA,8.3946,NA,11.1621,73.5556,11.1621,8.3946,NA,0,NA,0,NA,0,0,0,0
D229056,2004,LEH,D056,Lehtusuo,2,1,LLS,2,1,1,2005,1,1,1,1,7,7.1,60,254,1160,181,0.284,1.22,0.34,0.33,15.44,0,NA,921764,921764,NA,42.6405010904896,42.6405010904896,1.04098704623695,0.144473244039115,16,2,NA,0.5357,0.5357,NA,77.882,NA,8.1199,NA,12.2185,77.882,12.2185,8.1199,NA,5,NA,0,NA,0,5,0,0
D229056,2004,LEH,D056,Lehtusuo,2,1,LLS,2,1,2,2006,1,1,2,0,12,10.4,NA,NA,NA,NA,NA,NA,0.96,0.38,10.63,1,NA,NA,NA,7.60603837622822,NA,7.60603837622822,1.04098704623695,0.144473244039115,NA,NA,0.4852,NA,0.4852,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,1.5,NA,14.5,NA,75,1.5,14.5
D229063,2004,TEE,D063,Teerisuo,2,1,LLS,1,7,1,2005,1,0,NA,1,6,7.1,58.2,259,1170,181,0.255,1.42,0.06,NA,NA,0,NA,1138377,1138377,NA,32.9564559436504,32.9564559436504,1.00534211373028,0.149026808247328,7,0,NA,0.4975,0.4975,NA,73.0725,NA,7.8146,NA,11.9118,73.0725,11.9118,7.8146,NA,17,NA,0.5,NA,0,17,0.5,0
D229063,2004,TEE,D063,Teerisuo,2,1,LLS,1,7,2,2006,1,1,1,0,13,10.4,57.8,266,1220,215,0.283,4.44,0.99,0.11,34.37,7,NA,1109970,1109970,NA,NA,NA,1.00534211373028,0.149026808247328,0,16,NA,0.50836422613531,0.50836422613531,NA,69.8322,NA,7.3685,NA,12.0727,69.8322,12.0727,7.3685,NA,61,NA,3.5,NA,0,61,3.5,0
D229082,2004,NYR,D082,Nyrölä,2,NA,NA,NA,NA,1,2005,1,0,NA,NA,NA,7.1,59.7,259,1140,190,0.235,0.98,0.03,NA,NA,0,NA,NA,NA,NA,NA,NA,0.995849025174334,0.165928300416938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229082,2004,NYR,D082,Nyrölä,2,NA,NA,NA,NA,2,2006,0,0,NA,NA,NA,10.4,59.5,267,1280,206,0.251,NA,0,NA,NA,NA,896587,NA,896587,8.3611175851623,NA,8.3611175851623,0.995849025174334,0.165928300416938,NA,NA,0.5058,0.5457,0.52575,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0,1,0,21.5,0,6.25,0.5,10.75
D229093,2004,NYR,D093,Nyrölä,2,NA,NA,NA,NA,1,2005,1,0,NA,NA,NA,7.1,63,270,1270,NA,0.241,1.6,0.01,NA,NA,0,NA,NA,NA,NA,NA,NA,1.01614597104619,0.155322089182257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229093,2004,NYR,D093,Nyrölä,2,NA,NA,NA,NA,2,2006,0,0,NA,NA,NA,10.4,61.5,280,1325,250,0.226,NA,0,NA,NA,NA,550800,436465,493632.5,6.19373907347954,NA,6.19373907347954,1.01614597104619,0.155322089182257,NA,NA,0.4495,0.473,0.46125,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,0.25,0,0,17.5,1.5,35.125,0,9.5
D229096,2004,NYR,D096,Nyrölä,6,3,LLS,4,15,1,2005,1,0,NA,1,15,7.1,59,275,1110,187,0.216,1.34,0.01,NA,NA,0,NA,761149,761149,NA,34.7163728767157,34.7163728767157,1.00871475489422,0.152598327919401,11,0,NA,0.51955,0.51955,NA,64.5385,NA,8.356,NA,9.839,64.5385,9.839,8.356,NA,0,NA,0,NA,1.5,0,0,1.5
D229096,2004,NYR,D096,Nyrölä,6,3,LLS,4,15,2,2006,1,0,NA,1,14,10.4,58.8,262,1180,217,0.215,3.66,0.02,NA,NA,0,NA,612389,612389,NA,NA,NA,1.00871475489422,0.152598327919401,5,0,NA,0.5139,0.5139,NA,82.7154,NA,8.148,NA,12.932,82.7154,12.932,8.148,NA,0,NA,0,NA,0.5,0,0,0.5
D229096,2004,NYR,D096,Nyrölä,6,3,LLS,4,15,3,2007,1,1,1,1,20,14.6,61.2,266,1220,224,0.211,3.71,0.93,0.3,13.04,4,773783,727669,750726,8.14443768827879,NA,8.14443768827879,1.00871475489422,0.152598327919401,4,0,NA,0.4902,0.4902,NA,56.9826,NA,6.7231,NA,10.797,56.9826,10.797,6.7231,NA,0,NA,0,NA,1,0,0,1
D229096,2004,NYR,D096,Nyrölä,6,3,LLS,4,15,4,2008,1,1,2,1,25,14.6,59.3,265,1290,215,0.232,7.16,1,0.18,9.06,10,NA,951005,951005,NA,NA,NA,1.00871475489422,0.152598327919401,6,0,NA,0.503,0.503,NA,74.5692,NA,7.393,NA,12.849,74.5692,12.849,7.393,NA,0,NA,NA,NA,NA,0,NA,NA
D229096,2004,NYR,D096,Nyrölä,6,3,LLS,4,15,5,2009,1,1,3,1,15,10.5,59.5,263,1280,217,0.212,4.56,1,0.39,7.62,1,NA,985884,985884,NA,7.32462755156618,7.32462755156618,1.00871475489422,0.152598327919401,1,2,NA,NA,NA,NA,82.9927,NA,8.4685,NA,12.4843,82.9927,12.4843,8.4685,NA,0,NA,NA,NA,NA,0,NA,NA
D229096,2004,NYR,D096,Nyrölä,6,3,LLS,4,15,6,2010,1,1,4,0,16,8.9,NA,NA,NA,NA,NA,NA,0.87,0.21,15.16,0,NA,NA,NA,NA,NA,NA,1.00871475489422,0.152598327919401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229097,2004,SAA,D097,Saarisuo,2,0,LLUS,2,0,1,2005,1,1,1,1,7,7.1,59.8,262,1140,195,0.29,2.05,0.94,0.12,12.53,0,NA,747401,747401,NA,47.0992510062975,47.0992510062975,0.997408397851562,0.150426461239485,11,0,NA,0.4847,0.4847,NA,75.3725,NA,7.4645,NA,12.863,75.3725,12.863,7.4645,NA,NA,NA,0,NA,NA,NA,0,NA
D229097,2004,SAA,D097,Saarisuo,2,0,LLUS,2,0,2,2006,1,1,2,0,8,10.4,60,269,1230,216,0.24,4.03,0.97,0.58,10.05,0,724242,541721,632981.5,2.83551925735347,NA,2.83551925735347,0.997408397851562,0.150426461239485,6,0,0.4847,0.5023,0.4935,NA,69.9128,NA,7.2489,NA,12.2861,69.9128,12.2861,7.2489,150,43.75,2,0,15.5,0.5,96.875,1,8
D229103,2004,SAA,D103,Saarisuo,2,0,LLUS,1,0,1,2005,0,0,NA,1,7,7.1,57.6,264,1150,190,0.251,0.42,0,NA,NA,0,NA,1648858,1648858,NA,39.1896528747766,39.1896528747766,1.01478854588501,0.143559214347364,6,0,NA,0.5613,0.5613,NA,69.9284,NA,7.3401,NA,12.1362,69.9284,12.1362,7.3401,NA,30,NA,0,NA,0,30,0,0
D229103,2004,SAA,D103,Saarisuo,2,0,LLUS,1,0,2,2006,1,1,1,0,8,10.4,58.7,262,1270,223,0.265,4.14,0.89,0.01,24.7,0,626141,831674,728907.5,6.10789415759712,NA,6.10789415759712,1.01478854588501,0.143559214347364,0,1,0.4956,0.5004,0.498,NA,72.8716,NA,7.2724,NA,12.7646,72.8716,12.7646,7.2724,82,25.75,2.5,0,51.5,3,53.875,1.25,27.25
D229126,2004,KUM,D126,Kummunsuo,3,1,LLS,3,1,1,2005,1,1,1,1,16,7.1,59.8,260,1185,174,0.271,1.96,0.55,0.41,17.49,1,NA,860526,860526,NA,34.3345972937516,34.3345972937516,1.01725731884873,0.160055443394984,8,0,NA,0.5678,0.5678,NA,79.448,NA,7.8588,NA,12.8783,79.448,12.8783,7.8588,NA,4,NA,0,NA,0,4,0,0
D229126,2004,KUM,D126,Kummunsuo,3,1,LLS,3,1,2,2006,1,1,2,1,23,10.4,NA,268,1280,221,0.242,4.33,0.89,0.44,20.89,0,NA,669325,669325,NA,NA,NA,1.01725731884873,0.160055443394984,2,0,NA,0.4889,0.4889,NA,84.0806,NA,8.7116,NA,12.295,84.0806,12.295,8.7116,NA,12,NA,0,NA,0,12,0,0
D229126,2004,KUM,D126,Kummunsuo,3,1,LLS,3,1,3,2007,1,1,3,0,31,14.6,NA,NA,NA,NA,NA,NA,0.81,0.41,38.95,0,NA,NA,NA,NA,NA,NA,1.01725731884873,0.160055443394984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229133,2004,LEH,D133,Lehtusuo,4,1,LLS,4,2,1,2005,1,1,1,1,7,7.1,57.6,258,1160,170,0.265,2,0.54,0.21,22.28,0,NA,NA,NA,NA,39.4909380691184,39.4909380691184,0.994603992982182,0.157767815559451,NA,NA,NA,0.5736,0.5736,NA,59.9398,NA,6.3544,NA,12.0162,59.9398,12.0162,6.3544,NA,92.5,NA,0.5,NA,0,92.5,0.5,0
D229133,2004,LEH,D133,Lehtusuo,4,1,LLS,4,2,2,2006,1,1,2,1,12,10.4,58.3,261,1150,214,0.227,5.84,0.61,0,30.02,0,NA,1776660,1776660,NA,NA,NA,0.994603992982182,0.157767815559451,NA,NA,NA,0.472,0.472,NA,61.0288,NA,6.869,NA,11.318,61.0288,11.318,6.869,NA,82.5,NA,1.5,NA,0.5,82.5,1.5,0.5
D229133,2004,LEH,D133,Lehtusuo,4,1,LLS,4,2,3,2007,1,1,3,1,15,14.6,59.4,269,1270,214,0.265,4.31,0.31,0.31,24.7,2,NA,NA,NA,10.6900997713439,NA,10.6900997713439,0.994603992982182,0.157767815559451,NA,NA,NA,0.5292,0.5292,NA,74.0961,NA,7.4129,NA,12.7332,74.0961,12.7332,7.4129,NA,30,NA,16.5,NA,3,30,16.5,3
D229133,2004,LEH,D133,Lehtusuo,4,1,LLS,4,2,4,2008,1,1,4,0,15,14.6,58.8,262,1320,219,0.263,5.34,0.49,0.3,27.66,0,NA,NA,NA,NA,NA,NA,0.994603992982182,0.157767815559451,NA,NA,NA,0.516,0.516,NA,60.6505,NA,6.809,NA,11.347,60.6505,11.347,6.809,NA,NA,NA,2.5,NA,NA,NA,2.5,NA
D229154,2003,NYR,D154,Nyrölä,4,NA,NA,NA,NA,2,2005,1,1,NA,NA,NA,7.1,59.4,274,1270,238,0.204,2.79,0.82,0.25,12.17,0,NA,NA,NA,NA,NA,NA,0.995783598165639,0.158332686783224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229154,2003,NYR,D154,Nyrölä,4,NA,NA,NA,NA,3,2006,1,1,NA,NA,NA,10.4,58.5,280,1310,225,0.268,3.58,0.94,0.147,43.57,0,NA,NA,NA,NA,NA,NA,0.995783598165639,0.158332686783224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229154,2003,NYR,D154,Nyrölä,4,NA,NA,NA,NA,4,2007,1,1,NA,NA,NA,14.6,60.3,277,1270,233,0.244,NA,0.99,0.51,6.08,2,989320,898191,943755.5,13.0598696180196,NA,13.0598696180196,0.995783598165639,0.158332686783224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.5,NA,0,NA,1,57.5,0,1
D229155,2004,TEE,D155,Teerisuo,3,1,LLS,2,1,1,2005,1,0,NA,1,6,7.1,58.4,262,1190,188,0.29,2.1,0.19,NA,NA,0,NA,655590,655590,NA,17.5293245644547,17.5293245644547,1.01214365029179,0.160004107397583,5,0,NA,0.5298,0.5298,NA,67.1656,NA,6.9169,NA,12.3698,67.1656,12.3698,6.9169,NA,1.5,NA,1.5,NA,0,1.5,1.5,0
D229155,2004,TEE,D155,Teerisuo,3,1,LLS,2,1,2,2006,1,1,1,1,13,10.4,59.4,262,1280,208,0.275,5.02,1,0.31,19.03,0,NA,1722433,1722433,NA,NA,NA,1.01214365029179,0.160004107397583,4,10,NA,0.5892,0.5892,NA,81.5986,NA,7.7492,NA,13.414,81.5986,13.414,7.7492,NA,37,NA,0,NA,0,37,0,0
D229155,2004,TEE,D155,Teerisuo,3,1,LLS,2,1,3,2007,1,1,2,0,17,14.6,57.2,267,1280,215,0.27,4.3,0.85,0.09,31,1,NA,1018376,1018376,NA,NA,NA,1.01214365029179,0.160004107397583,5,12,NA,0.5318,0.5318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,0.5,NA,0.5,65,0.5,0.5
D229160,2003,SAA,D160,Saarisuo,4,NA,NA,NA,NA,2,2005,1,1,NA,NA,NA,7.1,61,265,1250,229,0.28,3.3,1,0.37,11.18,16,872417,452249,662333,20.6740833207146,20.30489168244,20.5510194412897,0.993719599717833,0.160919405677457,NA,NA,0.5049,0.5149,0.5099,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,107.5,10.5,0,8.5,0.5,156.25,5.25,4.5
D229160,2003,SAA,D160,Saarisuo,4,NA,NA,NA,NA,3,2006,1,1,NA,NA,NA,10.4,59.6,268,1400,232,0.23,NA,0.96,NA,15.81,34,474346,639654,557000,9.15012928633024,NA,9.15012928633024,0.993719599717833,0.160919405677457,NA,NA,0.4954,0.5306,0.513,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,117.5,0,0,27.5,0,221.25,0,13.75
D229160,2003,SAA,D160,Saarisuo,4,NA,NA,NA,NA,4,2007,1,1,NA,NA,NA,14.6,59.4,269,1300,228,0.23,NA,0.64,0.2,15.23,1,597223,809986,703604.5,9.91893650409705,NA,9.91893650409705,0.993719599717833,0.160919405677457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,0,NA,0.5,160,0,0.5
D229161,2003,SAA,D161,Saarisuo,2,NA,NA,NA,NA,2,2005,1,1,NA,NA,NA,7.1,59,263,1190,228,0.228,3.79,0.98,0.6,14.14,4,879149,728973,804061,20.478851793402,26.1700423064467,23.3244470499244,1.01396596894923,0.156221165665338,NA,NA,0.5205,0.5295,0.5265,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,80,25,2.5,16.5,4.25,122.5,13.75,10.375
D229162,2004,SAA,D162,Saarisuo,3,0,LLUS,1,0,1,2005,0,0,NA,1,7,7.1,61,266,1190,198,0.247,1.93,0,NA,NA,0,NA,891402,891402,NA,23.9553460537482,23.9553460537482,1.00720447944102,0.152402215547136,0,0,NA,0.5145,0.5145,NA,69.9948,NA,7.5335,NA,11.8358,69.9948,11.8358,7.5335,NA,10,NA,0,NA,0,10,0,0
D229162,2004,SAA,D162,Saarisuo,3,0,LLUS,1,0,2,2006,0,0,NA,1,8,10.4,60,275,1280,225,0.259,3.74,NA,NA,NA,0,NA,3355550,3355550,NA,NA,NA,1.00720447944102,0.152402215547136,2,8,NA,0.5214,0.5214,NA,75.2048,NA,8.1473,NA,11.7587,75.2048,11.7587,8.1473,NA,36.25,NA,0,NA,0,36.25,0,0
D229162,2004,SAA,D162,Saarisuo,3,0,LLUS,1,0,3,2007,1,1,1,0,18,14.6,59.5,275,1320,228,0.238,3.12,0.84,0.17,19.42,0,2122176,1004454,1563315,11.1865073449699,NA,11.1865073449699,1.00720447944102,0.152402215547136,0,8,NA,0.5,0.5,NA,80.0517,NA,8.398,NA,12.143,80.0517,12.143,8.398,NA,93.75,NA,1,NA,0,93.75,1,0
D229164,2004,KUM,D164,Kummunsuo,1,0,SLUS,1,0,1,2005,1,1,1,0,16,7.1,61.9,257,1230,189,0.247,1.27,0.81,0.36,17.12,0,NA,2192128,2192128,NA,25.1178481050064,25.1178481050064,1.02329715967524,0.144565770316188,4,1,NA,0.5534,0.5534,NA,65.8067,NA,6.7292,NA,12.4577,65.8067,12.4577,6.7292,NA,0.5,NA,0,NA,0,0.5,0,0
D229165,2003,KUM,D165,Kummunsuo,5,NA,NA,NA,NA,2,2005,0,0,NA,NA,NA,7.1,60,260,1310,209,0.235,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01116213925544,0.1432953968096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229165,2003,KUM,D165,Kummunsuo,5,NA,NA,NA,NA,3,2006,1,0,NA,NA,NA,10.4,59.6,267,1280,210,0.221,12.08,0.08,NA,NA,0,NA,NA,NA,NA,NA,NA,1.01116213925544,0.1432953968096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229165,2003,KUM,D165,Kummunsuo,5,NA,NA,NA,NA,4,2007,1,1,NA,NA,NA,14.6,61,267,1330,216,0.255,NA,0.96,0.35,19.5,1,1346345,831090,1088717.5,13.8882137057689,NA,13.8882137057689,1.01116213925544,0.1432953968096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,0.5,NA,2,65,0.5,2
D229165,2003,KUM,D165,Kummunsuo,5,NA,NA,NA,NA,5,2008,1,0,NA,NA,NA,14.6,60.5,271,1355,210,0.239,5.49,0.15,0.25,5.66,0,NA,NA,NA,NA,NA,NA,1.01116213925544,0.1432953968096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229167,2004,KUM,D167,Kummunsuo,4,4,LLS,4,25,1,2005,1,1,1,1,16,7.1,61.2,259,1190,193,0.233,1.1,1,0.65,10.63,4,NA,1777133,1777133,NA,26.7134078188997,26.7134078188997,0.988255629760642,0.154624171542875,7,0,NA,0.5813,0.5813,NA,59.3123,NA,6.9338,NA,10.897,59.3123,10.897,6.9338,NA,14,NA,0,NA,0,14,0,0
D229167,2004,KUM,D167,Kummunsuo,4,4,LLS,4,25,2,2006,1,1,2,1,23,10.4,57.8,272,1295,221,0.243,5.69,0.94,0.41,13.6,7,706690,710849,708769.5,6.56504604064925,NA,6.56504604064925,0.988255629760642,0.154624171542875,2,0,0.4708,0.4708,0.4708,NA,67.5476,NA,7.1395,NA,12.0524,67.5476,12.0524,7.1395,185,14,0,NA,2,NA,99.5,0,2
D229167,2004,KUM,D167,Kummunsuo,4,4,LLS,4,25,3,2007,1,1,3,1,31,14.6,55.8,269,1240,218,0.26,3.16,0.84,0.29,29.15,9,1048495,836824,942659.5,6.53214551724961,NA,6.53214551724961,0.988255629760642,0.154624171542875,3,6,NA,0.502425044091711,0.502425044091711,NA,79.9472,NA,8.0153,NA,12.7061,79.9472,12.7061,8.0153,NA,202.5,NA,0,NA,0,202.5,0,0
D229167,2004,KUM,D167,Kummunsuo,4,4,LLS,4,25,4,2008,1,1,4,0,38,14.6,59.3,271,1300,217,0.309,4.51,0.65,0.29,24.6,5,NA,995539,995539,NA,NA,NA,0.988255629760642,0.154624171542875,8,10,NA,0.4929,0.4929,NA,79.0041,NA,7.692,NA,13.084,79.0041,13.084,7.692,NA,1.5,NA,NA,NA,NA,1.5,NA,NA
D229170,2004,SAA,D170,Saarisuo,3,2,LLS,2,15,1,2005,0,0,NA,1,7,7.1,59.2,268,1240,197,0.262,1.87,0,NA,NA,0,NA,665690,665690,NA,26.6519407874738,26.6519407874738,0.988327527123955,0.170443082073958,2,3,NA,0.5517,0.5517,NA,64.3484,NA,6.9513,NA,11.7924,64.3484,11.7924,6.9513,NA,45.5,NA,29,NA,0.5,45.5,29,0.5
D229170,2004,SAA,D170,Saarisuo,3,2,LLS,2,15,2,2006,1,1,1,1,8,10.4,60.2,272,1400,190,0.238,5.03,0.97,0.41,2.24,3,512527,809881.5,710763.333333333,7.52436590694964,NA,7.52436590694964,0.988327527123955,0.170443082073958,0,0,0.5093,0.523142933762403,0.516221466881201,NA,82.0476,NA,8.335,NA,12.5398,82.0476,12.5398,8.335,100,42.5,0,8.5,7.5,4,71.25,4.25,5.75
D229170,2004,SAA,D170,Saarisuo,3,2,LLS,2,15,3,2007,1,1,2,0,18,14.6,60,267,1420,223,0.25,3.83,0.97,0.32,4,12,651573,726061,688817,9.8079437131902,NA,9.8079437131902,0.988327527123955,0.170443082073958,2,0,NA,0.5379,0.5379,NA,76.4936,NA,7.7815,NA,12.5225,76.4936,12.5225,7.7815,NA,49.75,NA,2,NA,0.5,49.75,2,0.5
D229171,2004,SAA,D171,Saarisuo,2,2,LLS,2,3,1,2005,1,1,1,1,7,7.1,58.4,268,1050,197,0.267,1.9,0.96,0.38,10.3,2,NA,895607,895607,NA,33.4578063008643,33.4578063008643,1.01711577152592,0.149802490139508,6,0,NA,0.554,0.554,NA,54.5527,NA,6.119,NA,11.3571,54.5527,11.3571,6.119,NA,8,NA,0.5,NA,0,8,0.5,0
D229171,2004,SAA,D171,Saarisuo,2,2,LLS,2,3,2,2006,1,1,2,0,8,10.4,58.8,271,1210,238,0.252,4.72,0.82,0.34,19.85,1,561896,573174,567535,7.13534323962367,NA,7.13534323962367,1.01711577152592,0.149802490139508,1,6,0.5105,0.4804,0.49545,NA,71.0874,NA,7.2355,NA,12.5157,71.0874,12.5157,7.2355,140,20.25,3,5,4,1.5,80.125,4,2.75
D229186,2004,SAA,D186,Saarisuo,5,5,LLS,5,21,1,2005,1,1,1,1,7,7.1,59.7,263,1110,196,0.263,1.21,0.91,0.14,19.24,1,NA,705781,705781,NA,61.0920061644231,61.0920061644231,1.00912949428357,0.155292394860106,1,0,NA,0.5228,0.5228,NA,69.6479,NA,6.4206,NA,13.8186,69.6479,13.8186,6.4206,NA,0,NA,0,NA,0.5,0,0,0.5
D229186,2004,SAA,D186,Saarisuo,5,5,LLS,5,21,2,2006,1,1,2,1,8,10.4,60.2,265,1260,224,0.262,3.33,0.93,0,41.15,1,415097,382905,399001,11.5251392242984,NA,11.5251392242984,1.00912949428357,0.155292394860106,0,0,0.528,0.4849,0.50645,NA,65.4872,NA,7.0848,NA,11.7749,65.4872,11.7749,7.0848,165,40,0,0,2.5,0.5,102.5,0,1.5
D229186,2004,SAA,D186,Saarisuo,5,5,LLS,5,21,3,2007,1,1,3,1,18,14.6,NA,NA,NA,NA,NA,NA,1,0.34,5.1,4,NA,NA,NA,NA,NA,NA,1.00912949428357,0.155292394860106,NA,NA,NA,0.53,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA
D229186,2004,SAA,D186,Saarisuo,5,5,LLS,5,21,4,2008,1,1,4,1,21,14.6,NA,NA,NA,NA,NA,NA,1,0.45,2.24,12,NA,NA,NA,NA,NA,NA,1.00912949428357,0.155292394860106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229186,2004,SAA,D186,Saarisuo,5,5,LLS,5,21,5,2009,1,1,5,0,10,10.5,60.5,267,1240,225,0.226,4.74,1,0.41,5.39,3,NA,732764,732764,NA,2.33753501982337,2.33753501982337,1.00912949428357,0.155292394860106,0,1,NA,0.5248,0.5248,NA,74.5531,NA,7.6839,NA,12.3599,74.5531,12.3599,7.6839,NA,NA,NA,0,NA,NA,NA,0,NA
D229192,2004,KUM,D192,Kummunsuo,2,1,LLS,2,2,1,2005,1,1,1,1,16,7.1,57.5,258,1170,199,0.22,1.66,0.71,0.32,16.28,1,NA,653997,653997,NA,30.2296040027924,30.2296040027924,0.988181136573751,0.15250045345802,7,1,NA,0.5351,0.5351,NA,50.8583,NA,5.7669,NA,11.2344,50.8583,11.2344,5.7669,NA,16.5,NA,0,NA,0,16.5,0,0
D229192,2004,KUM,D192,Kummunsuo,2,1,LLS,2,2,2,2006,1,1,2,0,23,10.4,58.3,270,1310,233,0.26,4.76,1,0.36,6.58,1,1479826,554813,1017319.5,7.76138240704363,NA,7.76138240704363,0.988181136573751,0.15250045345802,0,0,0.5019,0.5408,0.52135,NA,79.4216,NA,7.4827,NA,13.5211,79.4216,13.5211,7.4827,175,48.75,0,0,2.5,0,111.875,0,1.25
D229193,2004,KUM,D193,Kummunsuo,5,3,LLS,4,23,1,2005,0,0,NA,1,16,7.1,58.5,264,1140,184,0.197,0.74,0,NA,NA,0,NA,1511169,1511169,NA,27.7595352828403,27.7595352828403,0.997553761074596,0.143403467772066,10,0,NA,0.5293,0.5293,NA,76.6948,NA,8.258,NA,11.831,76.6948,11.831,8.258,NA,5,NA,0,NA,0,5,0,0
