id,born,site,id_short,sitename,lifespan,succ.years,strategy,leks,LMS,age,year,on.lek,lekking,tenureyear,surv,leksize,density,tarsus,wing,mass,lyre,blue,eyec,attend,fight,dist,MS,mean_ig_post,mean_ig_pre,mean_ig,mean_caro_post,mean_caro_pre,mean_caro,smlh,froh1,spots_feather,spots_tip,mean_hct_post,mean_hct_pre,mean_hct,mean_rbc_area_post,mean_rbc_area_pre,mean_rbc_width_post,mean_rbc_width_pre,mean_rbc_length_post,mean_rbc_length_pre,mean_rbc_area,mean_rbc_length,mean_rbc_width,mean_microf_post,mean_microf_pre,mean_leuco_post,mean_leuco_pre,mean_trypa_post,mean_trypa_pre,mean_microf,mean_leuco,mean_trypa
D244055,2007,LEH,D055,Lehtusuo,3,1,LLS,1,1,1,2008,0,0,NA,1,15,14.6,60,264,1110,195,0.222,2.99,0,NA,NA,0,NA,505101,505101,NA,NA,NA,1.00491127749275,0.144068631143219,7,0,NA,0.4822,0.4822,NA,81.1526,NA,8.2711,NA,12.4989,81.1526,12.4989,8.2711,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244055,2007,LEH,D055,Lehtusuo,3,1,LLS,1,1,2,2009,1,1,1,1,5,10.5,58.8,271,1240,227,0.208,2.77,1,0.33,8.06,1,NA,572975,572975,NA,10.7506429585161,10.7506429585161,1.00491127749275,0.144068631143219,5,0,NA,0.506,0.506,NA,71.2986,NA,7.4325,NA,12.2201,71.2986,12.2201,7.4325,NA,0,NA,NA,NA,NA,0,NA,NA
D244055,2007,LEH,D055,Lehtusuo,3,1,LLS,1,1,3,2010,1,0,NA,1,4,8.9,NA,NA,NA,NA,NA,NA,0.22,NA,NA,0,NA,NA,NA,NA,NA,NA,1.00491127749275,0.144068631143219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244073,2007,SAA,D073,Saarisuo,2,0,LLUS,1,0,1,2008,0,0,NA,1,21,14.6,59.2,266,1220,188,0.227,3.5,0,NA,NA,0,NA,1383527,1383527,NA,NA,NA,1.01262888437171,0.158943863464995,1,0,NA,0.5063,0.5063,NA,67.8173,NA,7.2838,NA,11.8608,67.8173,11.8608,7.2838,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244073,2007,SAA,D073,Saarisuo,2,0,LLUS,1,0,2,2009,1,1,1,0,10,10.5,59,275,1270,227,0.237,4.21,0.78,0.35,13.6,0,NA,792505,792505,NA,5.97539116826746,5.97539116826746,1.01262888437171,0.158943863464995,0,0,NA,0.536,0.536,NA,87.6404,NA,8.2397,NA,13.5495,87.6404,13.5495,8.2397,NA,0.5,NA,1,NA,NA,0.5,1,NA
D244077,2007,NYR,D077,Nyrölä,1,0,SLUS,1,0,1,2008,1,1,1,0,25,14.6,60.5,266,1250,178,0.204,2.52,0.62,0.04,28.32,0,NA,507532,507532,NA,NA,NA,1.01255156510114,0.159561955644816,8,0,NA,0.5121,0.5121,NA,76.2515,NA,8.3433,NA,11.6424,76.2515,11.6424,8.3433,NA,NA,NA,1,NA,NA,NA,1,NA
D244083,2007,LEH,D083,Lehtusuo,2,0,LLUS,2,0,1,2008,1,1,1,1,15,14.6,58.9,261,1225,182,0.222,2.28,0.53,0.52,32.45,0,NA,241193,241193,NA,NA,NA,1.02022254645251,0.156100572124979,6,0,NA,0.5685,0.5685,NA,79.9686,NA,7.5924,NA,13.4174,79.9686,13.4174,7.5924,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244083,2007,LEH,D083,Lehtusuo,2,0,LLUS,2,0,2,2009,1,1,2,0,5,10.5,60.1,270,1270,225,0.219,3.81,1,0.01,27.46,0,NA,625306,625306,NA,5.79014756034903,5.79014756034903,1.02022254645251,0.156100572124979,2,1,NA,0.5361,0.5361,NA,73.8315,NA,7.6845,NA,12.2393,73.8315,12.2393,7.6845,NA,3.5,NA,NA,NA,NA,3.5,NA,NA
D244086,2007,SAA,D086,Saarisuo,2,0,LLUS,1,0,1,2008,0,0,NA,1,21,14.6,59.2,276,1250,202,0.246,1.78,0,NA,NA,0,NA,932264,932264,NA,NA,NA,1.02621638247686,0.141560679224107,6,0,NA,0.5705,0.5705,NA,61.4311,NA,7.2794,NA,10.7503,61.4311,10.7503,7.2794,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244086,2007,SAA,D086,Saarisuo,2,0,LLUS,1,0,2,2009,1,1,1,0,10,10.5,59,282,1330,232,0.223,2.93,0.92,0.28,19.03,0,NA,894957,894957,NA,1.30124672526356,1.30124672526356,1.02621638247686,0.141560679224107,0,0,NA,0.5728,0.5728,NA,70.1244,NA,7.3716,NA,12.1182,70.1244,12.1182,7.3716,NA,8.5,NA,1,NA,NA,8.5,1,NA
D244087,2007,SAA,D087,Saarisuo,1,0,SLUS,1,0,1,2008,1,1,1,0,21,14.6,58.5,269,1140,187,0.239,3.56,0.98,0.18,22.8,0,NA,580332,580332,NA,NA,NA,1.00284888568437,0.186107683895717,8,0,NA,0.5945,0.5945,NA,84.8963,NA,8.3399,NA,12.9675,84.8963,12.9675,8.3399,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244090,2007,LEH,D090,Lehtusuo,1,0,SLUS,1,0,1,2008,1,1,1,0,15,14.6,58,262,1110,187,0.252,2.56,0.6,0.18,30.89,0,NA,1173221,1173221,NA,NA,NA,1.00721120835082,0.145048579621275,0,0,NA,0.519,0.519,NA,76.2375,NA,8.3103,NA,11.6864,76.2375,11.6864,8.3103,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244123,2006,SAA,D123,Saarisuo,2,1,LLS,1,2,1,2007,1,0,NA,1,18,14.6,NA,250,NA,NA,NA,NA,0.03,NA,NA,0,NA,NA,NA,10.2911901067919,NA,10.2911901067919,1.01269284168087,0.153199983219985,0,0,0.522,NA,0.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
D244123,2006,SAA,D123,Saarisuo,2,1,LLS,1,2,2,2008,1,1,1,0,21,14.6,58.3,262,1240,213,0.293,2.77,0.98,0.25,12.17,2,NA,1099485,1099485,NA,NA,NA,1.01269284168087,0.153199983219985,0,0,NA,0.5328,0.5328,NA,71.2728,NA,7.7184,NA,11.7632,71.2728,11.7632,7.7184,NA,45,NA,NA,NA,NA,45,NA,NA
D244139,2007,KUM,D139,Kummunsuo,1,0,SLUS,1,0,1,2008,1,1,1,0,38,14.6,58.7,269,1050,197,0.295,NA,0.4,0.14,25.61,0,NA,1155481,1155481,NA,NA,NA,0.986568746923072,0.174687957169374,7,0,NA,0.5513,0.5513,NA,69.129,NA,7.058,NA,12.477,69.129,12.477,7.058,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244143,2007,KUM,D143,Kummunsuo,1,0,SLUS,1,0,1,2008,1,1,1,0,38,14.6,58.8,267,1255,185,0.235,3.16,0.79,0.37,20.22,0,NA,492866,492866,NA,NA,NA,1.00925324519691,0.154402884567055,6,4,NA,0.5394,0.5394,NA,66.8003,NA,6.4613,NA,13.1702,66.8003,13.1702,6.4613,NA,NA,NA,0,NA,NA,NA,0,NA
D244144,2007,KUM,D144,Kummunsuo,1,0,SLUS,1,0,1,2008,1,1,1,0,38,14.6,57.6,271,1190,201,0.261,2.73,0.4,0.1,22.63,0,NA,814834,814834,NA,NA,NA,0.992069052312401,0.153512934151594,4,0,NA,0.5357,0.5357,NA,71.9025,NA,6.8657,NA,13.341,71.9025,13.341,6.8657,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244147,2007,KUM,D147,Kummunsuo,2,0,LLUS,2,0,1,2008,1,1,1,1,38,14.6,56.8,261,1130,192,0.229,2.08,0.44,0.22,59.44,0,NA,900400,900400,NA,NA,NA,0.975105782635208,0.179724266954543,8,0,NA,0.5331,0.5331,NA,80.2331,NA,8.1805,NA,12.4941,80.2331,12.4941,8.1805,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244147,2007,KUM,D147,Kummunsuo,2,0,LLUS,2,0,2,2009,1,1,2,0,21,10.5,58.5,264,1220,220,0.219,2.35,0.82,0.1,32.02,0,NA,1690979,1690979,NA,5.12784939750503,5.12784939750503,0.975105782635208,0.179724266954543,0,1,NA,0.5614,0.5614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.5,NA,0,NA,NA,24.5,0,NA
D244162,2007,NYR,D162,Nyrölä,2,0,LLUS,1,0,1,2008,1,0,NA,1,25,14.6,60.3,262,1190,186,0.191,2.86,0.02,NA,NA,0,NA,1521952,1521952,NA,NA,NA,0.993934806401715,0.149689682384498,6,0,NA,0.5271,0.5271,NA,67.6658,NA,6.7808,NA,12.7122,67.6658,12.7122,6.7808,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244162,2007,NYR,D162,Nyrölä,2,0,LLUS,1,0,2,2009,1,1,1,0,15,10.5,59.5,266,1240,211,0.246,2.4,0.39,0.17,23.09,0,NA,993478,993478,NA,4.37939455125921,4.37939455125921,0.993934806401715,0.149689682384498,0,0,NA,0.5168,0.5168,NA,72.3439,NA,7.4355,NA,12.3943,72.3439,12.3943,7.4355,NA,0.5,NA,3,NA,NA,0.5,3,NA
D244163,2007,NYR,D163,Nyrölä,1,0,SLUS,1,0,1,2008,1,1,1,0,25,14.6,60.1,267,1180,195,0.231,2.72,0.84,0.08,22.02,0,NA,686426,686426,NA,NA,NA,0.982762702350266,0.185641083442645,2,0,NA,0.4862,0.4862,NA,71.1563,NA,7.5662,NA,11.9803,71.1563,11.9803,7.5662,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244168,2007,NYR,D168,Nyrölä,5,1,LLS,5,6,1,2008,1,1,1,1,25,14.6,58.8,261,1210,196,0.229,2.73,0.58,0,26.74,0,NA,474237,474237,NA,NA,NA,0.994529262381213,0.144808373356334,7,1,NA,0.5265,0.5265,NA,70.6501,NA,7.2684,NA,12.3824,70.6501,12.3824,7.2684,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244168,2007,NYR,D168,Nyrölä,5,1,LLS,5,6,2,2009,1,1,2,1,15,10.5,58.3,264,1250,212,0.234,3.06,0.86,0.31,24,0,NA,1089808,1089808,NA,5.11185191789492,5.11185191789492,0.994529262381213,0.144808373356334,0,1,NA,0.525,0.525,NA,81.7661,NA,8.1824,NA,12.7299,81.7661,12.7299,8.1824,NA,0,NA,1,NA,NA,0,1,NA
D244168,2007,NYR,D168,Nyrölä,5,1,LLS,5,6,3,2010,1,1,3,1,16,8.9,58.3,268,1280,227,0.211,3.91,0.97,0.29,13.09,0,NA,1457458,1457458,NA,NA,NA,0.994529262381213,0.144808373356334,2,10,NA,0.4795,0.4795,NA,83.2233,NA,8.3446,NA,12.7049,83.2233,12.7049,8.3446,NA,0,NA,NA,NA,NA,0,NA,NA
D244168,2007,NYR,D168,Nyrölä,5,1,LLS,5,6,4,2011,1,1,4,1,16,11.5,58.3,267,1220,226,0.234,3.76,0.83,0,33.09,0,NA,NA,NA,NA,NA,NA,0.994529262381213,0.144808373356334,4,7,NA,0.515,0.515,NA,87.3643,NA,8.2605,NA,13.4728,87.3643,13.4728,8.2605,NA,20,NA,0,NA,1.5,20,0,1.5
D244168,2007,NYR,D168,Nyrölä,5,1,LLS,5,6,5,2012,1,1,5,0,23,19.4,NA,NA,NA,NA,NA,NA,1,0.19,21.93,6,NA,NA,NA,NA,NA,NA,0.994529262381213,0.144808373356334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244179,2007,NYR,D179,Nyrölä,3,0,LLUS,1,0,1,2008,0,0,NA,1,25,14.6,59.8,267,1160,204,0.2,2.86,0,NA,NA,0,NA,583910,583910,NA,NA,NA,1.00567227787281,0.138394366911909,0,0,NA,0.5255,0.5255,NA,69.0997,NA,7.463,NA,11.7948,69.0997,11.7948,7.463,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244179,2007,NYR,D179,Nyrölä,3,0,LLUS,1,0,2,2009,0,0,NA,1,15,10.5,59.2,273,1290,224,0.201,3.24,NA,NA,NA,0,NA,620095,620095,NA,5.93859680040599,5.93859680040599,1.00567227787281,0.138394366911909,0,0,NA,0.5262,0.5262,NA,77.2378,NA,7.9488,NA,12.3783,77.2378,12.3783,7.9488,NA,0,NA,NA,NA,NA,0,NA,NA
D244179,2007,NYR,D179,Nyrölä,3,0,LLUS,1,0,3,2010,1,1,1,0,16,8.9,59.5,276,1280,NA,0.206,4.32,0.92,0.19,21.78,0,NA,385972,385972,NA,NA,NA,1.00567227787281,0.138394366911909,0,0,NA,0.5324,0.5324,NA,89.8011,NA,8.7756,NA,13.0357,89.8011,13.0357,8.7756,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244183,2007,KUM,D183,Kummunsuo,4,3,LLS,3,5,1,2008,0,0,NA,1,38,14.6,58.3,260,1150,182,0.225,2.117,0,NA,NA,0,NA,753412,753412,NA,NA,NA,1.0284427872342,0.141761839063559,7,0,NA,0.5419,0.5419,NA,67.9445,NA,6.7073,NA,12.9043,67.9445,12.9043,6.7073,NA,NA,NA,0,NA,NA,NA,0,NA
D244183,2007,KUM,D183,Kummunsuo,4,3,LLS,3,5,2,2009,1,1,1,1,21,10.5,NA,NA,NA,NA,NA,NA,0.97,0.17,7,3,NA,NA,NA,NA,NA,NA,1.0284427872342,0.141761839063559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244183,2007,KUM,D183,Kummunsuo,4,3,LLS,3,5,3,2010,1,1,2,1,18,8.9,58.3,267,1220,218,0.215,3.022,0.99,0.43,17.18,1,NA,758812,758812,NA,NA,NA,1.0284427872342,0.141761839063559,0,0,NA,0.5197,0.5197,NA,80.9839,NA,7.5988,NA,13.5764,80.9839,13.5764,7.5988,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244183,2007,KUM,D183,Kummunsuo,4,3,LLS,3,5,4,2011,1,1,3,0,30,11.5,59.4,266,1230,219,0.253,3.637,0.89,0.38,14.56,1,NA,NA,NA,NA,NA,NA,1.0284427872342,0.141761839063559,1,0,NA,0.5059,0.5059,NA,74.6126,NA,7.3509,NA,12.9301,74.6126,12.9301,7.3509,NA,200,NA,0,NA,0,200,0,0
D244186,2007,KUM,D186,Kummunsuo,5,3,LLS,4,24,1,2008,0,0,NA,1,38,14.6,58.7,272,1200,195,0.215,2.49,0,NA,NA,0,NA,672468,672468,NA,NA,NA,1.0013561883643,0.1415182143818,9,0,NA,0.5559,0.5559,NA,86.2407,NA,8.3279,NA,13.1919,86.2407,13.1919,8.3279,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244186,2007,KUM,D186,Kummunsuo,5,3,LLS,4,24,2,2009,1,1,1,1,21,10.5,58.7,270,1270,212,0.225,3.6,0.87,0.15,21.02,1,NA,1454442,1454442,NA,6.80840005474696,6.80840005474696,1.0013561883643,0.1415182143818,5,0,NA,0.5039,0.5039,NA,79.7753,NA,8.1906,NA,12.4074,79.7753,12.4074,8.1906,NA,95,NA,2,NA,NA,95,2,NA
D244186,2007,KUM,D186,Kummunsuo,5,3,LLS,4,24,3,2010,1,1,2,1,18,8.9,58.5,272,1220,226,0.226,4.39,1,0.18,16,0,NA,892176,892176,NA,NA,NA,1.0013561883643,0.1415182143818,6,0,NA,0.4982,0.4982,NA,87.4441,NA,8.7698,NA,12.702,87.4441,12.702,8.7698,NA,27,NA,NA,NA,NA,27,NA,NA
D244186,2007,KUM,D186,Kummunsuo,5,3,LLS,4,24,4,2011,1,1,3,1,30,11.5,58.8,278,1310,220,0.251,4.63,1,0.22,5.66,22,NA,NA,NA,NA,NA,NA,1.0013561883643,0.1415182143818,7,0,NA,0.5478,0.5478,NA,83.2594,NA,7.8966,NA,13.4315,83.2594,13.4315,7.8966,NA,175,NA,0,NA,1,175,0,1
D244186,2007,KUM,D186,Kummunsuo,5,3,LLS,4,24,5,2012,1,1,4,0,35,19.4,NA,NA,NA,NA,NA,NA,0.97,0.26,21.84,1,NA,NA,NA,NA,NA,NA,1.0013561883643,0.1415182143818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D247994,2008,NYR,D994,Nyrölä,2,0,LLUS,1,0,1,2009,0,0,NA,1,15,10.5,57.8,263,1150,193,0.205,2.12,0,NA,NA,0,NA,803883,803883,NA,7.72072701637354,7.72072701637354,1.02144755406149,0.146563400300822,1,0,NA,NA,NA,NA,81.064,NA,8.3078,NA,12.43,81.064,12.43,8.3078,NA,NA,NA,NA,NA,NA,NA,NA,NA
D247994,2008,NYR,D994,Nyrölä,2,0,LLUS,1,0,2,2010,1,1,1,0,16,8.9,57.8,271,1260,225,0.229,3.01,0.92,0.22,24.02,0,NA,603378,603378,NA,NA,NA,1.02144755406149,0.146563400300822,1,1,NA,0.5533,0.5533,NA,81.419,NA,7.8025,NA,13.293,81.419,13.293,7.8025,NA,4,NA,NA,NA,NA,4,NA,NA
D229516,2005,LEH,D516,Lehtusuo,2,2,LLS,2,5,1,2006,1,1,1,1,12,10.4,57.2,271,1220,192,0.217,2.14,1,0.15,13.93,2,703805,2846769,1775287,12.5320323514649,NA,12.5320323514649,NA,NA,3,2,0.5106,0.4863,0.49845,NA,57.7042,NA,6.5845,NA,11.1638,57.7042,11.1638,6.5845,0,0,0,0.5,14,0,0,0.25,7
D229516,2005,LEH,D516,Lehtusuo,2,2,LLS,2,5,2,2007,1,1,2,0,15,14.6,NA,NA,NA,NA,NA,NA,0.96,0.28,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D229054,2004,LEH,D054,Lehtusuo,2,0,LLUS,1,0,1,2005,1,0,NA,1,7,7.1,59.2,272,1140,179,0.214,1.67,0.04,NA,NA,0,NA,856060,856060,NA,24.6245864701326,24.6245864701326,0.991556126128928,0.15102583427635,7,0,NA,0.5393,0.5393,NA,70.9662,NA,7.8548,NA,11.5092,70.9662,11.5092,7.8548,NA,0,NA,0,NA,0,0,0,0
D229054,2004,LEH,D054,Lehtusuo,2,0,LLUS,1,0,2,2006,1,1,1,0,12,10.4,60.5,271,1265,217,0.243,4.85,0.87,0.13,32.7,0,NA,1500631,1500631,NA,NA,NA,0.991556126128928,0.15102583427635,1,0,NA,0.492618808625524,0.492618808625524,NA,55.2813,NA,6.3747,NA,11.0472,55.2813,11.0472,6.3747,NA,3.5,NA,3.5,NA,0,3.5,3.5,0
D237233,2006,SAA,D233,Saarisuo,2,0,LLUS,1,0,1,2007,0,0,NA,1,18,14.6,58,256,1020,182,0.206,1.67,0,NA,NA,0,NA,1287797,1287797,NA,NA,NA,0.998159740636833,0.168432990252305,0,0,NA,0.493,0.493,NA,79.5762,NA,7.8091,NA,12.9812,79.5762,12.9812,7.8091,NA,5.5,NA,0,NA,0,5.5,0,0
D237233,2006,SAA,D233,Saarisuo,2,0,LLUS,1,0,2,2008,1,1,1,0,21,14.6,58.2,261,1150,215,NA,2.43,0.71,0,54.58,0,NA,NA,NA,NA,NA,NA,0.998159740636833,0.168432990252305,NA,NA,NA,0.5209,0.5209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237327,2006,KUM,D327,Kummunsuo,2,1,LLS,2,2,1,2007,1,1,1,1,31,14.6,60.3,268,1130,202,0.23,1.37,0.51,0.07,34.44,0,NA,746345,746345,NA,NA,NA,1.00035838407663,0.161648839865258,4,0,NA,0.5067,0.5067,NA,78.3341,NA,8.3279,NA,11.9824,78.3341,11.9824,8.3279,NA,65,NA,0,NA,0.5,65,0,0.5
D237327,2006,KUM,D327,Kummunsuo,2,1,LLS,2,2,2,2008,1,1,2,0,38,14.6,59.3,274,1300,226,0.291,4.37,0.6,0.16,24.35,2,NA,NA,NA,NA,NA,NA,1.00035838407663,0.161648839865258,NA,NA,NA,0.5472,0.5472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D237396,2006,NYR,D396,Nyrölä,2,0,LLUS,1,0,1,2007,0,0,NA,1,20,14.6,59.4,264,1150,192,0.211,2.31,0,NA,NA,0,NA,338620,338620,NA,NA,NA,NA,NA,7,0,NA,0.49,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0
D237396,2006,NYR,D396,Nyrölä,2,0,LLUS,1,0,2,2008,1,1,1,0,25,14.6,60.8,266,1280,234,0.244,5.42,0.76,0,45.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4902,0.4902,NA,87.2194,NA,8.4796,NA,13.1029,87.2194,13.1029,8.4796,NA,0,NA,NA,NA,NA,0,NA,NA
D244001,2006,LEH,D001,Lehtusuo,2,0,LLUS,1,0,1,2007,1,0,NA,1,15,14.6,58.4,263,NA,195,0.257,2.27,0.13,NA,NA,0,NA,562794,562794,NA,NA,NA,1.01822138025437,0.149114784933243,2,0,NA,0.506,0.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,0,NA,0,19,0,0
D244001,2006,LEH,D001,Lehtusuo,2,0,LLUS,1,0,2,2008,1,1,1,0,15,14.6,58.3,273,1225,227,0.288,4.34,0.56,0.55,24.84,0,NA,NA,NA,NA,NA,NA,1.01822138025437,0.149114784933243,NA,NA,NA,0.5231,0.5231,NA,70.9795,NA,7.5418,NA,11.9892,70.9795,11.9892,7.5418,NA,19,NA,NA,NA,NA,19,NA,NA
D244005,2006,SAA,D005,Saarisuo,3,2,LLS,3,32,1,2007,1,1,1,1,18,14.6,58.7,261,1130,190,0.221,2.79,0.57,0.2,25.32,0,NA,1035570,1035570,NA,NA,NA,1.01326409384517,0.155503022310135,14,0,NA,0.5457,0.5457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,0,NA,0.5,18,0,0.5
D244005,2006,SAA,D005,Saarisuo,3,2,LLS,3,32,2,2008,1,1,2,1,21,14.6,NA,NA,NA,NA,NA,NA,1,0.45,10.05,21,NA,NA,NA,NA,NA,NA,1.01326409384517,0.155503022310135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244005,2006,SAA,D005,Saarisuo,3,2,LLS,3,32,3,2009,1,1,3,0,10,10.5,58.8,267,1290,222,0.237,3.72,0.98,0.28,9.43,11,NA,NA,NA,NA,9.35195768987188,9.35195768987188,1.01326409384517,0.155503022310135,NA,NA,NA,0.5414,0.5414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D244112,2006,KUM,D112,Kummunsuo,2,1,LLS,2,7,1,2007,1,1,1,1,31,14.6,58.6,264,1070,199,0.224,1.33,0.56,0.31,26.83,0,NA,676894,676894,NA,NA,NA,0.89683204421468,0.267101036152409,9,0,NA,0.491,0.491,NA,74.087,NA,7.3796,NA,12.7892,74.087,12.7892,7.3796,NA,27.5,NA,0,NA,0,27.5,0,0
D244112,2006,KUM,D112,Kummunsuo,2,1,LLS,2,7,2,2008,1,1,2,0,38,14.6,59.4,270,1150,235,0.298,NA,0.98,0.29,19.1,7,NA,NA,NA,NA,NA,NA,0.89683204421468,0.267101036152409,NA,NA,NA,0.5288,0.5288,NA,67.4439,NA,7.4889,NA,11.4724,67.4439,11.4724,7.4889,NA,27.5,NA,NA,NA,NA,27.5,NA,NA
D244121,2006,SAA,D121,Saarisuo,2,1,LLS,1,5,1,2007,0,0,NA,1,18,14.6,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,10.6764015779629,NA,10.6764015779629,NA,NA,5,0,0.5361,NA,0.5361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA
D244121,2006,SAA,D121,Saarisuo,2,1,LLS,1,5,2,2008,1,1,1,0,21,14.6,57.8,264,1185,227,0.25,5.01,0.98,0.33,9.43,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5253,0.5253,NA,74.144,NA,7.1521,NA,13.206,74.144,13.206,7.1521,NA,92.5,NA,NA,NA,NA,92.5,NA,NA
