"","Sample","lib","aligned_reads","ambig_reads","discarded_reads","meth_chg","meth_chh","meth_cpg","no_alignments","percent_aligned","percent_chg_meth","percent_chh_meth","percent_cpg_meth","strand_ctob","strand_ctot","strand_directional","strand_ob","strand_ot","total_c","total_reads","unmeth_chg","unmeth_chh","unmeth_cpg","Filename","File type","Encoding","Total Sequences","Sequences flagged as poor quality","Sequence length","%GC","total_deduplicated_percentage","avg_sequence_length","median_sequence_length","basic_statistics","per_base_sequence_quality","per_tile_sequence_quality","per_sequence_quality_scores","per_base_sequence_content","per_sequence_gc_content","per_base_n_content","sequence_length_distribution","sequence_duplication_levels","overrepresented_sequences","adapter_content","sample_id"
"184","181","lib9",5324241,381736,2112,6057047,1628735,19708728,5090149,49.316217687715,6.8,1,28,0,0,"directional",2666017,2656112,329772012,10796126,83012348,168751504,50613650,"181_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10796126,0,"20-141",33,24.2413737059862,111.366000915514,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_181"
"185","182","lib9",3690042,225612,1166,4186858,1088740,13582231,2973397,53.5638653277498,6.6,0.9,29.1,0,0,"directional",1846174,1842702,234149682,6889051,59390699,122760499,33140655,"182_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6889051,0,"20-141",32,25.5124796647579,115.763768768732,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_182"
"186","28","lib9",11914603,637031,4621,13444482,3390252,42883807,9930562,52.9957260402854,6.2,0.8,25.2,0,0,"directional",5962063,5947919,801353447,22482196,204374016,409852505,127408385,"28_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",22482196,0,"20-141",32,19.6285103402746,119.570413094877,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib9_28"
"187","294","lib9",1134057,97370,616,1566550,831480,4514545,1325434,44.3534865602784,8.8,2.7,27.2,0,0,"directional",570038,563403,65495347,2556861,16315008,30206078,12061686,"294_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2556861,0,"20-141",36,44.7645833536003,99.5776727792399,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib9_294"
"188","295","lib9",559516,38708,291,736708,347870,2258063,614593,46.1335881670524,8.1,2.2,26.7,0,0,"directional",281972,277253,33459278,1212817,8343744,15559430,6213463,"295_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1212817,0,"20-141",36,49.7728025020536,103.413121682826,122,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib9_295"
"189","29","lib9",4684080,295040,2129,5304620,1426080,20130323,4274458,50.6191226788168,6.2,0.9,32.7,0,0,"directional",2346886,2335065,314122493,9253578,80867627,164994457,41399386,"29_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9253578,0,"20-141",33,23.413907214885,118.914895838129,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib9_29"
"190","30","lib9",5723934,344653,3075,6605853,1878257,21859773,6555365,45.3418549119959,6.6,1,25.3,0,0,"directional",2865456,2855403,371725853,12623952,93869086,183115206,64397678,"30_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12623952,0,"20-141",34,24.1108922609955,112.221365860707,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_30"
"191","372","lib9",2898026,201710,1102,3311762,921847,11019412,2845004,48.7494154496244,6.6,1,27.8,0,0,"directional",1454557,1442367,186162266,5944740,46921582,95333260,28654403,"372_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5944740,0,"20-141",33,26.9557713381946,115.287583645374,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_372"
"192","373","lib9",6262700,397408,2673,7102161,1877839,24394215,5984342,49.5292401013884,6.4,0.9,28.3,0,0,"directional",3137494,3122533,413104621,12644450,104594926,213304847,61830633,"373_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",12644450,0,"20-141",33,22.2207336759643,118.207489610066,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_373"
"193","374","lib9",4938452,326488,1779,5583007,1455845,18001574,4715447,49.4815681997101,6.6,0.9,26.9,0,0,"directional",2475511,2461162,315087443,9980387,79289691,161739044,49018282,"374_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9980387,0,"20-141",33,23.8320195006227,114.700878933853,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_374"
"194","375","lib9",6920639,428268,2886,7798338,2129585,24375759,6802496,48.9042605881551,6.3,0.9,25.1,0,0,"directional",3475050,3442703,457001599,14151403,115720160,234347575,72630182,"375_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14151403,0,"20-141",32,21.3938377992515,117.569034815841,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_375"
"195","376","lib9",9918991,624962,4413,11217934,3012580,37712512,9325886,49.9198357872955,6.3,0.9,27.4,0,0,"directional",4973237,4941341,656448872,19869839,167375229,337322745,99807872,"376_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",19869839,0,"20-141",33,20.6753797929391,117.499218891507,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_376"
"196","63","lib9",1222599,102103,550,1569558,706222,4634290,1052592,51.4281784247131,8.1,2,30,0,0,"directional",614325,607724,69796680,2377294,17812902,34263130,10810578,"63_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2377294,0,"20-141",35,45.5337791062585,99.9939914878008,117,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_63"
"197","65","lib9",2423057,213268,1237,3126256,1420734,8146827,2624321,46.0600656269211,8.6,2.2,25.2,0,0,"directional",1218244,1203576,133004205,5260646,33238462,62842337,24229589,"65_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5260646,0,"20-141",35,39.0728091299871,95.0540967782284,107,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib9_65"
"198","66","lib9",2679380,227809,1197,3465851,1690643,9439685,2584167,48.7926843570149,8.2,2.2,27.3,0,0,"directional",1348264,1329919,155454260,5491356,39036799,76638599,25182683,"66_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",5491356,0,"20-141",34,35.676595355192,103.271283996157,127,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib9_66"
"199","106","lib10",4317145,237954,2207,4974131,1379312,17187731,5315812,43.7360340904705,6.4,1,23.7,0,0,"directional",2165952,2148986,288016170,9870911,72890317,136379190,55205489,"106_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9870911,0,"20-141",35,30.1583083511785,113.502405299774,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib10_106"
"200","107","lib10",1586934,97536,805,1787642,455420,5900916,1701677,46.8654786694139,6.6,0.9,23.7,0,0,"directional",794265,791864,100572675,3386147,25500828,47950339,18977530,"107_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3386147,0,"20-141",35,37.3089219407508,108.094074179296,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_107"
"201","108","lib10",1545824,129446,708,1746092,450909,5476105,1686856,45.9775749034986,7,1,25.2,0,0,"directional",776939,768177,91925078,3362126,23110417,44905817,16235738,"108_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3362126,0,"20-141",34,42.0789212711777,103.980710419538,122,"pass","pass","warn","pass","fail","pass","pass","warn","fail","fail","pass","lib10_108"
"202","109","lib10",912040,57652,362,1035433,271084,3447583,923896,48.1646482761826,6.5,0.9,25.9,0,0,"directional",458368,453310,58693796,1893588,14830091,29251863,9857742,"109_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1893588,0,"20-141",34,41.5517607779368,112.662780393623,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_109"
"203","128","lib10",3657300,191582,1304,4169018,1157060,12760114,2729814,55.5930841005573,6.2,0.9,26.3,0,0,"directional",1833138,1822858,248131017,6578696,63201049,131010603,35833173,"128_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",6578696,0,"20-141",31,27.7938455757221,123.843711124515,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_128"
"204","129","lib10",1905328,142187,927,2204223,727305,6307346,1819341,49.2733114447499,7,1.2,25.5,0,0,"directional",961257,943144,116239048,3866856,29225267,59312119,18462788,"129_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3866856,0,"20-141",32,36.5532932393166,109.29440273959,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib10_129"
"205","130","lib10",3870148,233209,1783,4409208,1254941,13392567,3490789,50.9622543469667,6.4,1,25.4,0,0,"directional",1944940,1923425,251960640,7594146,64139904,129363485,39400535,"130_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7594146,0,"20-141",32,29.9156401673129,116.257183888748,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_130"
"206","133","lib10",1725033,105107,938,1968419,528601,6687749,1919963,45.9996165438656,6.4,0.9,25.8,0,0,"directional",863447,860648,114266327,3750103,28867258,56980136,19234164,"133_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3750103,0,"20-141",34,34.5580927726882,116.48842258466,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_133"
"207","134","lib10",2098203,141479,943,2398594,702421,7558550,2076627,48.6110470774914,6.6,1,27.3,0,0,"directional",1051745,1045515,135684575,4316309,34098320,70833663,20093027,"134_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4316309,0,"20-141",32,32.5482312896782,117.625827761636,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib10_134"
"208","135","lib10",2252644,143040,928,2563052,698465,8307848,2080885,50.3207702148677,6.4,0.9,27.2,0,0,"directional",1126051,1125665,148947296,4476569,37693758,77417788,22266385,"135_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4476569,0,"20-141",32,31.5215377494357,120.108558362442,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_135"
"209","140","lib10",664127,47723,269,756696,218921,2316245,593096,50.8930637742865,6.8,1,28.4,0,0,"directional",333787,330071,41215257,1304946,10355105,21742622,5825668,"140_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",1304946,0,"20-141",32,44.0516040788253,114.068293247383,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib10_140"
"210","141","lib10",3687755,212784,1564,4248238,1240355,13065438,3713050,48.4364863929482,6.6,1,24.7,0,0,"directional",1848056,1838135,237315765,7613589,60110382,118894387,39756965,"141_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7613589,0,"20-141",33,30.7814888358122,113.723577802794,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_141"
"211","142","lib10",2107572,144772,794,2395514,666086,7460873,1994070,49.6318069787826,6.6,0.9,27.1,0,0,"directional",1057091,1049687,133798904,4246414,33791268,69455424,20029739,"142_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4246414,0,"20-141",32,37.0410794980951,115.76861723798,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_142"
"212","143","lib10",1771008,92925,739,2018822,538493,6799330,1694903,49.763686778486,6.3,0.9,26.5,0,0,"directional",884946,885323,118807345,3558836,30222692,60406672,18821336,"143_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",3558836,0,"20-141",33,34.5245792770559,119.286830581685,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_143"
"213","14","lib10",3687331,233848,1429,4174444,1206924,14066611,3134460,52.2607661758205,6.2,0.9,29.1,0,0,"directional",1855064,1830838,245653365,7055639,62638470,129290863,34276053,"14_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7055639,0,"20-141",32,28.8147158876266,120.174811097903,137,"pass","pass","pass","pass","fail","warn","pass","warn","fail","warn","pass","lib10_14"
"214","16","lib10",6344609,359233,3349,7236734,2040927,21511050,6616153,47.6322175796613,6.5,1,23.6,0,0,"directional",3187689,3153571,413687786,13319995,104430709,208827581,69640785,"16_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",13319995,0,"20-141",33,26.8219232317333,114.600426576737,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_16"
"215","454","lib10",1222861,79269,554,1394407,359558,4712053,1209844,48.6812761597055,6.7,0.9,26.9,0,0,"directional",612193,610114,76587044,2511974,19470187,37844223,12806616,"454_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2511974,0,"20-141",34,40.4951188339938,109.697890583262,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_454"
"216","455","lib10",2425703,148459,949,2765388,742253,9051813,2291928,49.8491191079491,6.5,0.9,26.4,0,0,"directional",1213634,1211120,158102565,4866090,39974492,80383836,25184783,"455_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4866090,0,"20-141",33,32.5793563407423,116.389150837736,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_455"
"217","456","lib10",2346896,141297,961,2682086,734380,9032767,2166487,50.4201362929353,6.5,0.9,28.2,0,0,"directional",1174545,1171390,152953431,4654680,38821760,78705180,22977258,"456_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",4654680,0,"20-141",33,32.9165699345795,116.993704185895,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_456"
"218","457","lib10",3589240,226572,1885,4082797,1159479,14531703,3695830,47.7823623649796,6.2,0.9,27.1,0,0,"directional",1806566,1780789,242785707,7511642,61899974,121990255,39121499,"457_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7511642,0,"20-141",33,28.8162485149621,118.139802589101,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_457"
"219","77","lib10",8486282,449265,3779,9655879,2570265,30957362,7810567,50.6761270107202,6.3,0.9,24.9,0,0,"directional",4254775,4227728,565551445,16746114,144261388,284936396,93170155,"77_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",16746114,0,"20-141",33,25.4875202244076,117.355963240188,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_77"
"220","78","lib10",7170282,368711,3192,8221939,2194539,26424083,6799371,50.0076717260072,6.3,0.9,24.3,0,0,"directional",3580276,3586814,481587794,14338364,122966694,239268233,82512306,"78_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",14338364,0,"20-141",34,27.5145982844444,117.478254562375,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib10_78"
"221","136","lib11",5090337,393354,2306,5885873,1678330,18559193,5136854,47.9291505285275,7,1.1,27.1,0,0,"directional",2551188,2536843,308613004,10620545,78608301,153922598,49958709,"136_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",10620545,0,"20-141",34,30.9685353569361,107.444858244092,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_136"
"222","169","lib11",4501665,317017,2315,5294809,1710880,17531791,4899060,46.3241872443207,6.8,1.2,26.5,0,0,"directional",2254661,2244689,286787872,9717742,72644836,140883894,48721662,"169_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",9717742,0,"20-141",34,27.3818475741341,111.130783468011,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_169"
"223","170","lib11",1193106,96557,477,1416645,498440,4354304,1234852,47.2608005894201,7.3,1.4,28.6,0,0,"directional",599362,593267,71274164,2524515,17962153,36151129,10891493,"170_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2524515,0,"20-141",33,43.3073502513297,107.584548319182,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","fail","pass","lib11_170"
"224","171","lib11",1338733,104691,624,1553041,426351,4950179,1403070,47.0309440314998,7.6,1.2,26.4,0,0,"directional",672212,665897,74356257,2846494,18768979,34866232,13791475,"171_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",2846494,0,"20-141",35,44.7377925357412,95.0895462980073,107,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_171"
"225","172","lib11",4222086,272362,1719,4957677,1533895,15866180,4080830,49.2355583107626,6.9,1.1,27.8,0,0,"directional",2111389,2108978,262760601,8575278,66561979,132702544,41138326,"172_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",8575278,0,"20-141",33,28.6762624757506,111.433744538661,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_172"
"226","173","lib11",3589716,245302,1645,4218883,1291632,13811287,3691003,47.6973954763081,7,1.2,26.8,0,0,"directional",1795972,1792099,220827441,7526021,55832190,108001719,37671730,"173_trimmed_filt_merged.1.fq.gz","Conventional base calls","Sanger / Illumina 1.9",7526021,0,"20-141",34,30.167521652074,107.99520118267,137,"pass","pass","pass","pass","fail","pass","pass","warn","fail","warn","pass","lib11_173"
